Query,QueryPath,Custom,PCI DSS v3.2.1,OWASP Top 10 2013,FISMA 2014,NIST SP 800-53,OWASP Top 10 2017,OWASP Mobile Top 10 2016,OWASP Top 10 API,SrcFileName,Line,Column,NodeId,Name,DestFileName,DestLine,DestColumn,DestNodeId,DestName,Result State,Result Severity,Assigned To,Comment,Link,Result Status
Reflected XSS All Clients,Java\Cx\Java High Risk\Reflected XSS All Clients Version:3,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/webapp/cookie.jsp,44,409,1,"""""cookieName""""",spiracle-master/src/main/webapp/cookie.jsp,44,408,2,getParameter,Fixed,High,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=5,New
Reflected XSS All Clients,Java\Cx\Java High Risk\Reflected XSS All Clients Version:3,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/webapp/cookie.jsp,48,409,1,"""""cookiePath""""",spiracle-master/src/main/webapp/cookie.jsp,48,408,2,getParameter,To Verify,High,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=6,New
Reflected XSS All Clients,Java\Cx\Java High Risk\Reflected XSS All Clients Version:3,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/webapp/cookie.jsp,46,410,1,"""""cookieValue""""",spiracle-master/src/main/webapp/cookie.jsp,46,409,2,getParameter,To Verify,High,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=7,New
Reflected XSS All Clients,Java\Cx\Java High Risk\Reflected XSS All Clients Version:3,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/webapp/cookie.jsp,50,411,1,"""""secure""""",spiracle-master/src/main/webapp/cookie.jsp,50,410,2,getParameter,To Verify,High,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=8,New
Reflected XSS All Clients,Java\Cx\Java High Risk\Reflected XSS All Clients Version:3,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/webapp/header.jsp,28,1,1,"""""pageName""""",spiracle-master/src/main/webapp/header.jsp,28,1,3,BinaryExpr,To Verify,High,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=9,New
Reflected XSS All Clients,Java\Cx\Java High Risk\Reflected XSS All Clients Version:3,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/misc/AddHeaders.java,32,61,1,customHeaderValueParam,spiracle-master/src/main/java/com/waratek/spiracle/misc/AddHeaders.java,33,52,4,customHeaderValue,To Verify,High,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=10,New
Reflected XSS All Clients,Java\Cx\Java High Risk\Reflected XSS All Clients Version:3,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/misc/HttpRequestMethod.java,160,41,1,getDomain,spiracle-master/src/main/webapp/misc.jsp,59,437,4,getAttribute,To Verify,High,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=11,New
Reflected XSS All Clients,Java\Cx\Java High Risk\Reflected XSS All Clients Version:3,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/misc/HttpRequestMethod.java,160,41,1,getDomain,spiracle-master/src/main/webapp/misc.jsp,59,388,6,methodReturn,To Verify,High,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=12,New
Reflected XSS All Clients,Java\Cx\Java High Risk\Reflected XSS All Clients Version:3,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/misc/HttpRequestMethod.java,153,39,1,getName,spiracle-master/src/main/webapp/misc.jsp,59,437,4,getAttribute,To Verify,High,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=13,New
Reflected XSS All Clients,Java\Cx\Java High Risk\Reflected XSS All Clients Version:3,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/misc/HttpRequestMethod.java,153,39,1,getName,spiracle-master/src/main/webapp/misc.jsp,59,388,6,methodReturn,To Verify,High,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=14,New
Reflected XSS All Clients,Java\Cx\Java High Risk\Reflected XSS All Clients Version:3,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/misc/HttpRequestMethod.java,167,39,1,getPath,spiracle-master/src/main/webapp/misc.jsp,59,437,4,getAttribute,To Verify,High,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=15,New
Reflected XSS All Clients,Java\Cx\Java High Risk\Reflected XSS All Clients Version:3,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/misc/HttpRequestMethod.java,167,39,1,getPath,spiracle-master/src/main/webapp/misc.jsp,59,388,6,methodReturn,To Verify,High,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=16,New
Reflected XSS All Clients,Java\Cx\Java High Risk\Reflected XSS All Clients Version:3,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/misc/HttpRequestMethod.java,115,39,1,getPathInfo,spiracle-master/src/main/webapp/misc.jsp,59,437,4,getAttribute,To Verify,High,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=17,New
Reflected XSS All Clients,Java\Cx\Java High Risk\Reflected XSS All Clients Version:3,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/misc/HttpRequestMethod.java,115,39,1,getPathInfo,spiracle-master/src/main/webapp/misc.jsp,59,388,6,methodReturn,To Verify,High,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=18,New
Reflected XSS All Clients,Java\Cx\Java High Risk\Reflected XSS All Clients Version:3,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/misc/HttpRequestMethod.java,125,42,1,getQueryString,spiracle-master/src/main/webapp/misc.jsp,59,437,4,getAttribute,To Verify,High,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=19,New
Reflected XSS All Clients,Java\Cx\Java High Risk\Reflected XSS All Clients Version:3,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/misc/HttpRequestMethod.java,125,42,1,getQueryString,spiracle-master/src/main/webapp/misc.jsp,59,388,6,methodReturn,To Verify,High,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=20,New
Reflected XSS All Clients,Java\Cx\Java High Risk\Reflected XSS All Clients Version:3,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/misc/HttpRequestMethod.java,130,41,1,getRequestURI,spiracle-master/src/main/webapp/misc.jsp,59,437,4,getAttribute,To Verify,High,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=21,New
Reflected XSS All Clients,Java\Cx\Java High Risk\Reflected XSS All Clients Version:3,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/misc/HttpRequestMethod.java,130,41,1,getRequestURI,spiracle-master/src/main/webapp/misc.jsp,59,388,6,methodReturn,To Verify,High,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=22,New
Reflected XSS All Clients,Java\Cx\Java High Risk\Reflected XSS All Clients Version:3,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/misc/HttpRequestMethod.java,174,40,1,getValue,spiracle-master/src/main/webapp/misc.jsp,59,437,4,getAttribute,To Verify,High,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=23,New
Reflected XSS All Clients,Java\Cx\Java High Risk\Reflected XSS All Clients Version:3,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/misc/HttpRequestMethod.java,174,40,1,getValue,spiracle-master/src/main/webapp/misc.jsp,59,388,6,methodReturn,To Verify,High,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=24,New
Reflected XSS All Clients,Java\Cx\Java High Risk\Reflected XSS All Clients Version:3,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/misc/HttpRequestMethod.java,104,39,1,getHeaders,spiracle-master/src/main/webapp/misc.jsp,59,437,5,getAttribute,To Verify,High,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=25,New
Reflected XSS All Clients,Java\Cx\Java High Risk\Reflected XSS All Clients Version:3,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/misc/HttpRequestMethod.java,104,39,1,getHeaders,spiracle-master/src/main/webapp/misc.jsp,59,388,7,methodReturn,To Verify,High,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=26,New
Reflected XSS All Clients,Java\Cx\Java High Risk\Reflected XSS All Clients Version:3,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/misc/HttpRequestMethod.java,135,41,1,getRequestURL,spiracle-master/src/main/webapp/misc.jsp,59,437,5,getAttribute,To Verify,High,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=27,New
Reflected XSS All Clients,Java\Cx\Java High Risk\Reflected XSS All Clients Version:3,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/misc/HttpRequestMethod.java,135,41,1,getRequestURL,spiracle-master/src/main/webapp/misc.jsp,59,388,7,methodReturn,To Verify,High,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=28,New
Reflected XSS All Clients,Java\Cx\Java High Risk\Reflected XSS All Clients Version:3,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/webapp/xssContextMatrix.jsp,81,421,1,"""""payload""""",spiracle-master/src/main/webapp/xssContextMatrix.jsp,163,389,5,print,To Verify,High,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=29,New
Reflected XSS All Clients,Java\Cx\Java High Risk\Reflected XSS All Clients Version:3,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/webapp/xssContextMatrix.jsp,81,421,1,"""""payload""""",spiracle-master/src/main/webapp/xssContextMatrix.jsp,207,389,5,print,To Verify,High,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=30,New
Reflected XSS All Clients,Java\Cx\Java High Risk\Reflected XSS All Clients Version:3,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/webapp/xssContextMatrix.jsp,81,421,1,"""""payload""""",spiracle-master/src/main/webapp/xssContextMatrix.jsp,172,389,5,print,To Verify,High,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=31,New
Reflected XSS All Clients,Java\Cx\Java High Risk\Reflected XSS All Clients Version:3,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/webapp/xssContextMatrix.jsp,81,421,1,"""""payload""""",spiracle-master/src/main/webapp/xssContextMatrix.jsp,198,389,5,print,To Verify,High,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=32,New
Reflected XSS All Clients,Java\Cx\Java High Risk\Reflected XSS All Clients Version:3,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/webapp/xssContextMatrix.jsp,81,421,1,"""""payload""""",spiracle-master/src/main/webapp/xssContextMatrix.jsp,145,389,5,print,To Verify,High,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=33,New
Reflected XSS All Clients,Java\Cx\Java High Risk\Reflected XSS All Clients Version:3,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/webapp/xssContextMatrix.jsp,81,421,1,"""""payload""""",spiracle-master/src/main/webapp/xssContextMatrix.jsp,180,389,5,print,To Verify,High,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=34,New
Reflected XSS All Clients,Java\Cx\Java High Risk\Reflected XSS All Clients Version:3,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/webapp/xssContextMatrix.jsp,81,421,1,"""""payload""""",spiracle-master/src/main/webapp/xssContextMatrix.jsp,136,389,5,print,To Verify,High,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=35,New
Reflected XSS All Clients,Java\Cx\Java High Risk\Reflected XSS All Clients Version:3,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/webapp/xssContextMatrix.jsp,81,421,1,"""""payload""""",spiracle-master/src/main/webapp/xssContextMatrix.jsp,127,389,5,print,To Verify,High,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=36,New
Reflected XSS All Clients,Java\Cx\Java High Risk\Reflected XSS All Clients Version:3,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/webapp/xssContextMatrix.jsp,81,421,1,"""""payload""""",spiracle-master/src/main/webapp/xssContextMatrix.jsp,119,389,5,print,To Verify,High,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=37,New
Reflected XSS All Clients,Java\Cx\Java High Risk\Reflected XSS All Clients Version:3,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/webapp/xssContextMatrix.jsp,81,421,1,"""""payload""""",spiracle-master/src/main/webapp/xssContextMatrix.jsp,110,389,5,print,To Verify,High,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=38,New
Reflected XSS All Clients,Java\Cx\Java High Risk\Reflected XSS All Clients Version:3,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/webapp/xssContextMatrix.jsp,81,421,1,"""""payload""""",spiracle-master/src/main/webapp/xssContextMatrix.jsp,101,389,5,print,To Verify,High,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=39,New
Reflected XSS All Clients,Java\Cx\Java High Risk\Reflected XSS All Clients Version:3,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/webapp/xssContextMatrix.jsp,81,421,1,"""""payload""""",spiracle-master/src/main/webapp/xssContextMatrix.jsp,92,389,5,print,To Verify,High,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=40,New
Reflected XSS All Clients,Java\Cx\Java High Risk\Reflected XSS All Clients Version:3,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/webapp/xssContextMatrix.jsp,81,421,1,"""""payload""""",spiracle-master/src/main/webapp/xssContextMatrix.jsp,154,389,5,print,To Verify,High,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=41,New
Reflected XSS All Clients,Java\Cx\Java High Risk\Reflected XSS All Clients Version:3,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/webapp/xssContextMatrix.jsp,81,421,1,"""""payload""""",spiracle-master/src/main/webapp/xssContextMatrix.jsp,189,389,5,print,To Verify,High,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=42,New
Reflected XSS All Clients,Java\Cx\Java High Risk\Reflected XSS All Clients Version:3,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/webapp/xssContextMatrix.jsp,81,421,1,"""""payload""""",spiracle-master/src/main/webapp/xssContextMatrix.jsp,85,388,5,println,To Verify,High,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=43,New
Reflected XSS All Clients,Java\Cx\Java High Risk\Reflected XSS All Clients Version:3,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/webapp/xssContextMatrix.jsp,81,421,1,"""""payload""""",spiracle-master/src/main/webapp/xssContextMatrix.jsp,125,391,5,println,To Verify,High,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=44,New
Reflected XSS All Clients,Java\Cx\Java High Risk\Reflected XSS All Clients Version:3,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/webapp/xssContextMatrix.jsp,81,421,1,"""""payload""""",spiracle-master/src/main/webapp/xssContextMatrix.jsp,169,391,5,println,To Verify,High,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=45,New
Reflected XSS All Clients,Java\Cx\Java High Risk\Reflected XSS All Clients Version:3,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/webapp/xssContextMatrix.jsp,81,421,1,"""""payload""""",spiracle-master/src/main/webapp/xssContextMatrix.jsp,98,389,5,print,To Verify,High,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=46,New
Reflected XSS All Clients,Java\Cx\Java High Risk\Reflected XSS All Clients Version:3,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/webapp/xssContextMatrix.jsp,81,421,1,"""""payload""""",spiracle-master/src/main/webapp/xssContextMatrix.jsp,107,389,5,print,To Verify,High,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=47,New
Reflected XSS All Clients,Java\Cx\Java High Risk\Reflected XSS All Clients Version:3,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/webapp/xssContextMatrix.jsp,81,421,1,"""""payload""""",spiracle-master/src/main/webapp/xssContextMatrix.jsp,116,389,5,print,To Verify,High,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=48,New
Reflected XSS All Clients,Java\Cx\Java High Risk\Reflected XSS All Clients Version:3,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/webapp/xssContextMatrix.jsp,81,421,1,"""""payload""""",spiracle-master/src/main/webapp/xssContextMatrix.jsp,89,389,5,print,To Verify,High,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=49,New
Reflected XSS All Clients,Java\Cx\Java High Risk\Reflected XSS All Clients Version:3,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/webapp/xssContextMatrix.jsp,81,421,1,"""""payload""""",spiracle-master/src/main/webapp/xssContextMatrix.jsp,142,389,5,print,To Verify,High,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=50,New
Reflected XSS All Clients,Java\Cx\Java High Risk\Reflected XSS All Clients Version:3,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/webapp/xssContextMatrix.jsp,81,421,1,"""""payload""""",spiracle-master/src/main/webapp/xssContextMatrix.jsp,195,389,5,print,To Verify,High,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=51,New
