Query,QueryPath,Custom,PCI DSS v3.2.1,OWASP Top 10 2013,FISMA 2014,NIST SP 800-53,OWASP Top 10 2017,OWASP Mobile Top 10 2016,OWASP Top 10 API,SrcFileName,Line,Column,NodeId,Name,DestFileName,DestLine,DestColumn,DestNodeId,DestName,Result State,Result Severity,Assigned To,Comment,Link,Result Status
Heuristic Stored XSS,Java\Cx\Java Heuristic\Heuristic Stored XSS Version:1,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/oracle/Get_string.java,59,24,1,request,spiracle-master/src/main/java/com/waratek/spiracle/sql/util/SelectUtil.java,62,15,21,println,To Verify,Low,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=770,New
Heuristic Stored XSS,Java\Cx\Java Heuristic\Heuristic Stored XSS Version:1,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/oracle/Get_string.java,52,24,1,request,spiracle-master/src/main/java/com/waratek/spiracle/sql/util/SelectUtil.java,165,16,40,println,To Verify,Low,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=771,New
Heuristic Stored XSS,Java\Cx\Java Heuristic\Heuristic Stored XSS Version:1,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/oracle/Get_string.java,52,24,1,request,spiracle-master/src/main/java/com/waratek/spiracle/sql/util/SelectUtil.java,62,15,21,println,To Verify,Low,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=772,New
Heuristic Stored XSS,Java\Cx\Java Heuristic\Heuristic Stored XSS Version:1,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/db2/Db2_Get_string_param_question_mark.java,59,24,1,request,spiracle-master/src/main/java/com/waratek/spiracle/sql/util/SelectUtil.java,105,15,21,println,To Verify,Low,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=773,New
Heuristic Stored XSS,Java\Cx\Java Heuristic\Heuristic Stored XSS Version:1,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/db2/Db2_Get_string.java,52,24,1,request,spiracle-master/src/main/java/com/waratek/spiracle/sql/util/SelectUtil.java,165,16,40,println,To Verify,Low,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=774,New
Heuristic Stored XSS,Java\Cx\Java Heuristic\Heuristic Stored XSS Version:1,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/db2/Db2_Get_string.java,52,24,1,request,spiracle-master/src/main/java/com/waratek/spiracle/sql/util/SelectUtil.java,62,15,21,println,To Verify,Low,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=775,New
Heuristic Stored XSS,Java\Cx\Java Heuristic\Heuristic Stored XSS Version:1,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/oracle/Get_string_param_question_mark.java,61,24,1,request,spiracle-master/src/main/java/com/waratek/spiracle/sql/util/SelectUtil.java,105,15,21,println,To Verify,Low,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=776,New
Heuristic Stored XSS,Java\Cx\Java Heuristic\Heuristic Stored XSS Version:1,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/db2/Db2_Get_string.java,59,24,1,request,spiracle-master/src/main/java/com/waratek/spiracle/sql/util/SelectUtil.java,165,16,40,println,To Verify,Low,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=777,New
Heuristic Stored XSS,Java\Cx\Java Heuristic\Heuristic Stored XSS Version:1,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/db2/Db2_Get_string.java,59,24,1,request,spiracle-master/src/main/java/com/waratek/spiracle/sql/util/SelectUtil.java,62,15,21,println,To Verify,Low,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=778,New
Heuristic Stored XSS,Java\Cx\Java Heuristic\Heuristic Stored XSS Version:1,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/postgres/Postgres_Get_string_unicode_identifier.java,53,24,1,request,spiracle-master/src/main/java/com/waratek/spiracle/sql/util/SelectUtil.java,165,16,40,println,To Verify,Low,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=779,New
Heuristic Stored XSS,Java\Cx\Java Heuristic\Heuristic Stored XSS Version:1,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/postgres/Postgres_Get_string_unicode_identifier.java,53,24,1,request,spiracle-master/src/main/java/com/waratek/spiracle/sql/util/SelectUtil.java,62,15,21,println,To Verify,Low,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=780,New
Heuristic Stored XSS,Java\Cx\Java Heuristic\Heuristic Stored XSS Version:1,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/postgres/Postgres_Get_string_unicode_identifier.java,61,24,1,request,spiracle-master/src/main/java/com/waratek/spiracle/sql/util/SelectUtil.java,165,16,40,println,To Verify,Low,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=781,New
Heuristic Stored XSS,Java\Cx\Java Heuristic\Heuristic Stored XSS Version:1,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/postgres/Postgres_Get_string_unicode_identifier.java,61,24,1,request,spiracle-master/src/main/java/com/waratek/spiracle/sql/util/SelectUtil.java,62,15,21,println,To Verify,Low,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=782,New
Heuristic Stored XSS,Java\Cx\Java Heuristic\Heuristic Stored XSS Version:1,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/sybase/Sybase_Get_string_param_question_mark.java,53,24,1,request,spiracle-master/src/main/java/com/waratek/spiracle/sql/util/SelectUtil.java,105,15,21,println,To Verify,Low,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=783,New
Heuristic Stored XSS,Java\Cx\Java Heuristic\Heuristic Stored XSS Version:1,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/sybase/Sybase_Get_string.java,61,24,1,request,spiracle-master/src/main/java/com/waratek/spiracle/sql/util/SelectUtil.java,165,16,40,println,To Verify,Low,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=784,New
Heuristic Stored XSS,Java\Cx\Java Heuristic\Heuristic Stored XSS Version:1,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/sybase/Sybase_Get_string.java,61,24,1,request,spiracle-master/src/main/java/com/waratek/spiracle/sql/util/SelectUtil.java,62,15,21,println,To Verify,Low,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=785,New
Heuristic Stored XSS,Java\Cx\Java Heuristic\Heuristic Stored XSS Version:1,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/sybase/Sybase_Get_string.java,53,24,1,request,spiracle-master/src/main/java/com/waratek/spiracle/sql/util/SelectUtil.java,165,16,40,println,To Verify,Low,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=786,New
Heuristic Stored XSS,Java\Cx\Java Heuristic\Heuristic Stored XSS Version:1,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/sybase/Sybase_Get_string.java,53,24,1,request,spiracle-master/src/main/java/com/waratek/spiracle/sql/util/SelectUtil.java,62,15,21,println,To Verify,Low,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=787,New
Heuristic Stored XSS,Java\Cx\Java Heuristic\Heuristic Stored XSS Version:1,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/oracle/Get_string_param_question_mark.java,53,24,1,request,spiracle-master/src/main/java/com/waratek/spiracle/sql/util/SelectUtil.java,105,15,21,println,To Verify,Low,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=788,New
Heuristic Stored XSS,Java\Cx\Java Heuristic\Heuristic Stored XSS Version:1,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/sybase/Sybase_Get_string_param_question_mark.java,61,24,1,request,spiracle-master/src/main/java/com/waratek/spiracle/sql/util/SelectUtil.java,105,15,21,println,To Verify,Low,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=789,New
Heuristic Stored XSS,Java\Cx\Java Heuristic\Heuristic Stored XSS Version:1,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/db2/Db2_Get_string_quote_id.java,52,24,1,request,spiracle-master/src/main/java/com/waratek/spiracle/sql/util/SelectUtil.java,165,16,40,println,To Verify,Low,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=790,New
Heuristic Stored XSS,Java\Cx\Java Heuristic\Heuristic Stored XSS Version:1,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/db2/Db2_Get_string_quote_id.java,52,24,1,request,spiracle-master/src/main/java/com/waratek/spiracle/sql/util/SelectUtil.java,62,15,21,println,To Verify,Low,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=791,New
Heuristic Stored XSS,Java\Cx\Java Heuristic\Heuristic Stored XSS Version:1,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/mssql/MsSql_Get_string_param_question_mark.java,61,24,1,request,spiracle-master/src/main/java/com/waratek/spiracle/sql/util/SelectUtil.java,105,15,21,println,To Verify,Low,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=792,New
Heuristic Stored XSS,Java\Cx\Java Heuristic\Heuristic Stored XSS Version:1,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/mysql/MySql_Get_string_param_question_mark.java,61,24,1,request,spiracle-master/src/main/java/com/waratek/spiracle/sql/util/SelectUtil.java,105,15,21,println,To Verify,Low,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=793,New
Heuristic Stored XSS,Java\Cx\Java Heuristic\Heuristic Stored XSS Version:1,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/mssql/MsSql_Get_string_param_question_mark.java,53,24,1,request,spiracle-master/src/main/java/com/waratek/spiracle/sql/util/SelectUtil.java,105,15,21,println,To Verify,Low,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=794,New
Heuristic Stored XSS,Java\Cx\Java Heuristic\Heuristic Stored XSS Version:1,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/mysql/MySql_Get_string.java,52,24,1,request,spiracle-master/src/main/java/com/waratek/spiracle/sql/util/SelectUtil.java,165,16,40,println,To Verify,Low,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=795,New
Heuristic Stored XSS,Java\Cx\Java Heuristic\Heuristic Stored XSS Version:1,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/mysql/MySql_Get_string.java,52,24,1,request,spiracle-master/src/main/java/com/waratek/spiracle/sql/util/SelectUtil.java,62,15,21,println,To Verify,Low,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=796,New
Heuristic Stored XSS,Java\Cx\Java Heuristic\Heuristic Stored XSS Version:1,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/mssql/MsSql_Get_string.java,61,24,1,request,spiracle-master/src/main/java/com/waratek/spiracle/sql/util/SelectUtil.java,165,16,40,println,To Verify,Low,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=797,New
Heuristic Stored XSS,Java\Cx\Java Heuristic\Heuristic Stored XSS Version:1,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/mssql/MsSql_Get_string.java,61,24,1,request,spiracle-master/src/main/java/com/waratek/spiracle/sql/util/SelectUtil.java,62,15,21,println,To Verify,Low,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=798,New
Heuristic Stored XSS,Java\Cx\Java Heuristic\Heuristic Stored XSS Version:1,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/mysql/MySql_Get_string_param_question_mark.java,53,24,1,request,spiracle-master/src/main/java/com/waratek/spiracle/sql/util/SelectUtil.java,105,15,21,println,To Verify,Low,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=799,New
Heuristic Stored XSS,Java\Cx\Java Heuristic\Heuristic Stored XSS Version:1,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/db2/Db2_Get_string_param_question_mark.java,52,24,1,request,spiracle-master/src/main/java/com/waratek/spiracle/sql/util/SelectUtil.java,105,15,21,println,To Verify,Low,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=800,New
Heuristic Stored XSS,Java\Cx\Java Heuristic\Heuristic Stored XSS Version:1,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/mssql/MsSql_Get_string.java,53,24,1,request,spiracle-master/src/main/java/com/waratek/spiracle/sql/util/SelectUtil.java,165,16,40,println,To Verify,Low,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=801,New
Heuristic Stored XSS,Java\Cx\Java Heuristic\Heuristic Stored XSS Version:1,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/mssql/MsSql_Get_string.java,53,24,1,request,spiracle-master/src/main/java/com/waratek/spiracle/sql/util/SelectUtil.java,62,15,21,println,To Verify,Low,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=802,New
Heuristic Stored XSS,Java\Cx\Java Heuristic\Heuristic Stored XSS Version:1,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/db2/Db2_Get_string_quote_id.java,59,24,1,request,spiracle-master/src/main/java/com/waratek/spiracle/sql/util/SelectUtil.java,165,16,40,println,To Verify,Low,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=803,New
Heuristic Stored XSS,Java\Cx\Java Heuristic\Heuristic Stored XSS Version:1,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/db2/Db2_Get_string_quote_id.java,59,24,1,request,spiracle-master/src/main/java/com/waratek/spiracle/sql/util/SelectUtil.java,62,15,21,println,To Verify,Low,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=804,New
Heuristic Stored XSS,Java\Cx\Java Heuristic\Heuristic Stored XSS Version:1,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/mysql/MySql_Get_string.java,59,24,1,request,spiracle-master/src/main/java/com/waratek/spiracle/sql/util/SelectUtil.java,165,16,40,println,To Verify,Low,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=805,New
Heuristic Stored XSS,Java\Cx\Java Heuristic\Heuristic Stored XSS Version:1,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/mysql/MySql_Get_string.java,59,24,1,request,spiracle-master/src/main/java/com/waratek/spiracle/sql/util/SelectUtil.java,62,15,21,println,To Verify,Low,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=806,New
Heuristic Stored XSS,Java\Cx\Java Heuristic\Heuristic Stored XSS Version:1,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/oracle/Delete_User.java,52,24,1,request,spiracle-master/src/main/java/com/waratek/spiracle/sql/util/UpdateUtil.java,56,15,22,println,To Verify,Low,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=807,New
Heuristic Stored XSS,Java\Cx\Java Heuristic\Heuristic Stored XSS Version:1,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/oracle/Delete_User.java,59,24,1,request,spiracle-master/src/main/java/com/waratek/spiracle/sql/util/UpdateUtil.java,56,15,22,println,To Verify,Low,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=808,New
Heuristic Stored XSS,Java\Cx\Java Heuristic\Heuristic Stored XSS Version:1,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/oracle/Insert_Raw_Text.java,37,24,1,request,spiracle-master/src/main/java/com/waratek/spiracle/sql/util/UpdateUtil.java,56,15,22,println,To Verify,Low,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=809,New
Heuristic Stored XSS,Java\Cx\Java Heuristic\Heuristic Stored XSS Version:1,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/oracle/Insert_Raw_Text.java,44,24,1,request,spiracle-master/src/main/java/com/waratek/spiracle/sql/util/UpdateUtil.java,56,15,22,println,To Verify,Low,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=810,New
Heuristic Stored XSS,Java\Cx\Java Heuristic\Heuristic Stored XSS Version:1,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/oracle/Insert_Raw_Text_Sanitised.java,44,24,1,request,spiracle-master/src/main/java/com/waratek/spiracle/sql/util/UpdateUtil.java,56,15,21,println,To Verify,Low,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=811,New
Heuristic Stored XSS,Java\Cx\Java Heuristic\Heuristic Stored XSS Version:1,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/oracle/Insert_Raw_Text_Sanitised.java,37,24,1,request,spiracle-master/src/main/java/com/waratek/spiracle/sql/util/UpdateUtil.java,56,15,21,println,To Verify,Low,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=812,New
Heuristic Stored XSS,Java\Cx\Java Heuristic\Heuristic Stored XSS Version:1,,PCI DSS (3.2.1) - 6.5.7 - Cross-site scripting (XSS),A3-Cross-Site Scripting (XSS),System And Information Integrity,SI-15 Information Output Filtering (P0),A7-Cross-Site Scripting (XSS),,,spiracle-master/src/main/java/com/waratek/spiracle/sql/servlet/oracle/Get_string_no_quote_sanitised.java,37,24,1,request,spiracle-master/src/main/java/com/waratek/spiracle/sql/util/SelectUtil.java,62,15,24,println,To Verify,Low,,,https://checkmarx.dash4ast.com/CxWebClient/ViewerMain.aspx?scanid=1073997&projectid=1359&pathid=813,New
